timestamp,temperature,humidity
2025-03-16 13:45:46,23.8,45.8
2025-03-16 13:45:47,23.8,45.8
2025-03-16 13:45:48,23.8,45.8
2025-03-16 13:45:49,23.8,45.7
2025-03-16 13:45:51,23.8,45.7
2025-03-16 13:45:52,23.8,45.6
2025-03-16 13:45:53,23.8,45.6
2025-03-16 13:45:55,23.8,45.6
2025-03-16 13:45:56,23.8,45.3
2025-03-16 13:45:57,23.8,45.5
2025-03-16 13:45:58,23.8,45.4
2025-03-16 13:46:00,23.8,45.4
2025-03-16 13:46:01,23.8,45.4
2025-03-16 13:46:02,23.8,45.4
2025-03-16 13:46:03,23.7,45.4
2025-03-16 13:46:05,23.8,45.3
2025-03-16 13:46:06,23.8,45.4
2025-03-16 13:46:07,23.8,45.3
2025-03-16 13:46:09,23.8,45.3
2025-03-16 13:46:10,23.7,45.4
2025-03-16 13:46:11,23.8,45.3
2025-03-16 13:46:12,23.7,45.2
2025-03-16 13:46:14,23.7,45.2
2025-03-16 13:46:15,23.8,45.4
2025-03-16 13:46:16,23.7,45.3
2025-03-16 13:46:17,23.7,45.2
2025-03-16 13:46:19,23.7,45.3
2025-03-16 13:46:20,23.7,45.3
2025-03-16 13:46:21,23.7,45.2
2025-03-16 13:46:23,23.7,45.3
2025-03-16 13:46:24,23.7,45.4
2025-03-16 13:46:25,23.7,45.3
2025-03-16 13:46:26,23.7,45.3
2025-03-16 13:46:28,23.7,45.2
2025-03-16 13:46:29,23.7,45.3
2025-03-16 13:46:30,23.7,45.3
2025-03-16 13:46:31,23.6,45.2
2025-03-16 13:46:33,23.6,45.3
2025-03-16 13:46:34,23.6,45.3
2025-03-16 13:46:35,23.6,45.3
2025-03-16 13:46:37,23.6,45.3
2025-03-16 13:46:38,23.6,45.3
2025-03-16 13:46:39,23.6,45.3
2025-03-16 13:46:40,23.6,45.4
2025-03-16 13:46:42,23.6,45.3
2025-03-16 13:46:43,23.6,45.3
2025-03-16 13:46:44,23.6,45.3
2025-03-16 13:46:45,23.5,45.4
2025-03-16 13:46:47,23.6,45.3
2025-03-16 13:46:48,23.5,45.3
2025-03-16 13:46:49,23.5,45.4
2025-03-16 13:46:51,23.5,45.5
2025-03-16 13:46:52,23.5,45.5
2025-03-16 13:46:53,23.5,45.6
2025-03-16 13:46:54,23.6,45.4
2025-03-16 13:46:56,23.5,45.5
2025-03-16 13:46:57,23.5,45.4
2025-03-16 13:46:58,23.5,45.5
2025-03-16 13:47:00,23.5,45.5
2025-03-16 13:47:01,23.5,45.6
2025-03-16 13:47:02,23.5,45.5
2025-03-16 13:47:03,23.5,45.7
2025-03-16 13:47:05,23.5,45.6
2025-03-16 13:47:06,23.5,45.5
2025-03-16 13:47:07,23.5,45.5
2025-03-16 13:47:08,23.4,45.6
2025-03-16 13:47:10,23.4,45.7
2025-03-16 13:47:11,23.4,45.6
2025-03-16 13:47:12,23.4,45.6
2025-03-16 13:47:14,23.4,45.5
2025-03-16 13:47:15,23.4,45.6
2025-03-16 13:47:16,23.4,45.5
2025-03-16 13:47:17,23.4,45.6
2025-03-16 13:47:19,23.4,45.7
2025-03-16 13:47:20,23.4,45.8
2025-03-16 13:47:21,23.4,45.7
2025-03-16 13:47:22,23.4,45.7
2025-03-16 13:47:24,23.4,45.7
2025-03-16 13:47:25,23.3,45.7
2025-03-16 13:47:26,23.3,45.8
2025-03-16 13:47:28,23.3,45.7
2025-03-16 13:47:29,23.3,45.8
2025-03-16 13:47:30,23.3,45.7
2025-03-16 13:47:31,23.3,45.8
2025-03-16 13:47:33,23.3,45.9
2025-03-16 13:47:34,23.3,45.9
2025-03-16 13:47:35,23.3,45.9
2025-03-16 13:47:36,23.3,45.8
2025-03-16 13:47:38,23.3,45.9
2025-03-16 13:47:39,23.3,46.0
2025-03-16 13:47:40,23.3,45.8
2025-03-16 13:47:42,23.3,45.9
2025-03-16 13:47:43,23.2,45.9
2025-03-16 13:47:44,23.2,45.8
2025-03-16 13:47:45,23.3,45.9
2025-03-16 13:47:47,23.3,45.7
2025-03-16 13:47:48,23.3,46.0
2025-03-16 13:47:49,23.2,46.0
2025-03-16 13:47:50,23.3,46.0
2025-03-16 13:47:52,23.3,45.9
2025-03-16 13:47:53,23.2,45.9
2025-03-16 13:47:54,23.2,46.1
2025-03-16 13:47:56,23.2,46.1
2025-03-16 13:47:57,23.2,46.1
2025-03-16 13:47:58,23.2,46.0
2025-03-16 13:47:59,23.2,46.0
2025-03-16 13:48:01,23.2,46.1
2025-03-16 13:48:02,23.2,46.0
2025-03-16 13:48:03,23.2,46.1
2025-03-16 13:48:04,23.1,46.2
2025-03-16 13:48:06,23.2,46.2
2025-03-16 13:48:07,23.2,46.3
2025-03-16 13:48:08,23.2,46.2
2025-03-16 13:48:10,23.2,46.2
2025-03-16 13:48:11,23.1,46.2
2025-03-16 13:48:12,23.1,46.2
2025-03-16 13:48:13,23.1,46.2
2025-03-16 13:48:15,23.1,46.1
2025-03-16 13:48:16,23.1,46.1
2025-03-16 13:48:17,23.1,46.2
2025-03-16 13:48:18,23.1,45.9
2025-03-16 13:48:20,23.1,46.1
2025-03-16 13:48:21,23.1,46.2
2025-03-16 13:48:22,23.1,46.2
2025-03-16 13:48:24,23.1,46.2
2025-03-16 13:48:25,23.1,46.2
2025-03-16 13:48:26,23.1,46.2
2025-03-16 13:48:27,23.1,46.3
2025-03-16 13:48:29,23.1,46.3
2025-03-16 13:48:30,23.1,46.3
2025-03-16 13:48:31,23.0,46.3
2025-03-16 13:48:32,23.0,46.3
2025-03-16 13:48:34,23.0,46.3
2025-03-16 13:48:35,23.0,46.3
2025-03-16 13:48:36,23.0,46.3
2025-03-16 13:48:38,23.0,46.3
2025-03-16 13:48:39,23.0,46.2
2025-03-16 13:48:40,23.0,46.4
2025-03-16 13:48:41,23.0,46.4
2025-03-16 13:48:43,23.0,46.2
2025-03-16 13:48:44,23.0,46.4
2025-03-16 13:48:45,23.0,46.4
2025-03-16 13:48:46,23.0,46.3
2025-03-16 13:48:48,22.9,46.3
2025-03-16 13:48:49,23.0,46.4
2025-03-16 13:48:50,22.9,46.3
2025-03-16 13:48:52,23.0,46.3
2025-03-16 13:48:53,22.9,46.5
2025-03-16 13:48:54,22.9,46.3
2025-03-16 13:48:55,22.9,46.4
2025-03-16 13:48:57,22.9,46.4
2025-03-16 13:48:58,22.9,46.4
2025-03-16 13:48:59,22.9,46.4
2025-03-16 13:49:00,22.9,46.5
2025-03-16 13:49:02,22.9,46.5
2025-03-16 13:49:03,22.9,46.5
2025-03-16 13:49:04,22.9,46.4
2025-03-16 13:49:06,22.9,46.5
2025-03-16 13:49:07,22.9,46.5
2025-03-16 13:49:08,22.9,46.6
2025-03-16 13:49:09,22.9,46.7
2025-03-16 13:49:11,22.9,46.6
2025-03-16 13:49:12,22.9,46.6
2025-03-16 13:49:13,22.9,46.6
2025-03-16 13:49:14,22.9,46.6
2025-03-16 13:49:16,22.9,46.7
2025-03-16 13:49:17,22.9,46.7
2025-03-16 13:49:18,22.8,46.6
2025-03-16 13:49:20,22.9,46.7
2025-03-16 13:49:21,22.8,46.6
2025-03-16 13:49:22,22.9,46.6
2025-03-16 13:49:23,22.9,46.6
2025-03-16 13:49:25,22.8,46.6
2025-03-16 13:49:26,22.8,46.7
2025-03-16 13:49:27,22.8,46.8
2025-03-16 13:49:28,22.9,46.8
2025-03-16 13:49:30,22.9,46.7
2025-03-16 13:49:31,22.8,46.8
2025-03-16 13:49:32,22.8,46.9
2025-03-16 13:49:34,22.8,46.9
2025-03-16 13:49:35,22.8,46.8
2025-03-16 13:49:36,22.8,46.7
2025-03-16 13:49:37,22.8,46.8
2025-03-16 13:49:39,22.8,46.9
2025-03-16 13:49:40,22.8,46.9
2025-03-16 13:49:41,22.8,46.8
2025-03-16 13:49:42,22.8,46.7
2025-03-16 13:49:44,22.8,46.7
2025-03-16 13:49:45,22.8,46.9
2025-03-16 13:49:46,22.8,46.8
2025-03-16 13:49:48,22.8,46.9
2025-03-16 13:49:49,22.7,46.9
2025-03-16 13:49:50,22.8,46.8
2025-03-16 13:49:51,22.8,46.9
2025-03-16 13:49:53,22.8,46.9
2025-03-16 13:49:54,22.8,46.8
2025-03-16 13:49:55,22.7,46.8
2025-03-16 13:49:56,22.7,46.9
2025-03-16 13:49:58,22.8,47.0
2025-03-16 13:49:59,22.8,47.1
2025-03-16 13:50:00,22.7,47.0
2025-03-16 13:50:02,22.7,46.8
2025-03-16 13:50:03,22.7,46.9
2025-03-16 13:50:04,22.7,47.0
2025-03-16 13:50:05,22.7,47.0
2025-03-16 13:50:07,22.7,46.9
2025-03-16 13:50:08,22.7,46.9
2025-03-16 13:50:09,22.7,47.0
2025-03-16 13:50:10,22.7,47.0
2025-03-16 13:50:12,22.7,47.0
2025-03-16 13:50:13,22.7,47.0
2025-03-16 13:50:14,22.7,47.0
2025-03-16 13:50:16,22.7,47.0
2025-03-16 13:50:17,22.7,46.9
2025-03-16 13:50:18,22.7,46.9
2025-03-16 13:50:19,22.7,47.0
2025-03-16 13:50:21,22.7,46.9
2025-03-16 13:50:22,22.7,47.0
2025-03-16 13:50:23,22.7,47.1
2025-03-16 13:50:24,22.7,47.1
2025-03-16 13:50:26,22.7,47.0
2025-03-16 13:50:27,22.7,47.0
2025-03-16 13:50:28,22.7,47.1
2025-03-16 13:50:30,22.7,47.0
2025-03-16 13:50:31,22.7,47.1
2025-03-16 13:50:32,22.7,47.1
2025-03-16 13:50:33,22.7,47.1
2025-03-16 13:50:35,22.7,47.1
2025-03-16 13:50:36,22.7,47.0
2025-03-16 13:50:37,22.7,47.1
2025-03-16 13:50:38,22.6,47.0
2025-03-16 13:50:40,22.6,47.1
2025-03-16 13:50:41,22.6,47.1
2025-03-16 13:50:42,22.6,47.0
2025-03-16 13:50:44,22.6,47.1
2025-03-16 13:50:45,22.6,47.1
2025-03-16 13:50:46,22.6,47.1
2025-03-16 13:50:47,22.6,47.2
2025-03-16 13:50:49,22.6,47.1
2025-03-16 13:50:50,22.6,47.1
2025-03-16 13:50:51,22.6,47.2
2025-03-16 13:50:52,22.6,47.1
2025-03-16 13:50:54,22.6,47.1
2025-03-16 13:50:55,22.6,47.1
2025-03-16 13:50:56,22.6,47.0
2025-03-16 13:50:58,22.6,47.2
2025-03-16 13:50:59,22.6,47.1
2025-03-16 13:51:00,22.6,47.2
2025-03-16 13:51:01,22.6,47.1
2025-03-16 13:51:03,22.6,47.2
2025-03-16 13:51:04,22.6,47.0
2025-03-16 13:51:05,22.6,47.1
2025-03-16 13:51:06,22.6,47.1
2025-03-16 13:51:08,22.6,47.1
2025-03-16 13:51:09,22.6,47.1
2025-03-16 13:51:10,22.6,47.1
2025-03-16 13:51:12,22.6,47.1
2025-03-16 13:51:13,22.6,47.1
2025-03-16 13:51:14,22.6,47.0
2025-03-16 13:51:15,22.6,47.1
2025-03-16 13:51:17,22.6,47.1
2025-03-16 13:51:18,22.6,47.2
2025-03-16 13:51:19,22.5,47.3
2025-03-16 13:51:20,22.6,47.2
2025-03-16 13:51:22,22.6,47.3
2025-03-16 13:51:23,22.6,47.3
2025-03-16 13:51:24,22.6,47.0
2025-03-16 13:51:26,22.6,47.2
2025-03-16 13:51:27,22.6,47.2
2025-03-16 13:51:28,22.5,47.2
2025-03-16 13:51:29,22.5,47.4
2025-03-16 13:51:31,22.6,47.2
2025-03-16 13:51:32,22.6,47.3
2025-03-16 13:51:33,22.5,47.1
2025-03-16 13:51:35,22.5,47.3
2025-03-16 13:51:36,22.5,47.2
2025-03-16 13:51:37,22.5,47.4
2025-03-16 13:51:38,22.5,47.2
2025-03-16 13:51:40,22.5,47.2
2025-03-16 13:51:41,22.5,47.2
2025-03-16 13:51:42,22.5,47.3
2025-03-16 13:51:43,22.5,47.4
2025-03-16 13:51:45,22.5,47.4
2025-03-16 13:51:46,22.5,47.3
2025-03-16 13:51:47,22.5,47.4
2025-03-16 13:51:49,22.5,47.3
2025-03-16 13:51:50,22.5,47.3
2025-03-16 13:51:51,22.5,47.3
2025-03-16 13:51:52,22.5,47.4
2025-03-16 13:51:54,22.5,47.3
2025-03-16 13:51:55,22.5,47.5
2025-03-16 13:51:56,22.5,47.5
2025-03-16 13:51:57,22.5,47.3
2025-03-16 13:51:59,22.5,47.4
2025-03-16 13:52:00,22.5,47.4
2025-03-16 13:52:01,22.5,47.5
2025-03-16 13:52:03,22.5,47.3
2025-03-16 13:52:04,22.5,47.4
2025-03-16 13:52:05,22.5,47.3
2025-03-16 13:52:06,22.5,47.4
2025-03-16 13:52:08,22.5,47.4
2025-03-16 13:52:09,22.5,47.4
2025-03-16 13:52:10,22.5,47.3
2025-03-16 13:52:11,22.5,47.3
2025-03-16 13:52:13,22.5,47.3
2025-03-16 13:52:14,22.5,47.3
2025-03-16 13:52:15,22.5,47.4
2025-03-16 13:52:17,22.5,47.3
2025-03-16 13:52:18,22.5,47.3
2025-03-16 13:52:19,22.5,47.3
2025-03-16 13:52:20,22.5,47.3
2025-03-16 13:52:22,22.5,47.3
2025-03-16 13:52:23,22.5,47.4
2025-03-16 13:52:24,22.5,47.2
2025-03-16 13:52:25,22.5,47.4
2025-03-16 13:52:27,22.5,47.4
2025-03-16 13:52:28,22.5,47.3
2025-03-16 13:52:29,22.5,47.4
2025-03-16 13:52:31,22.5,47.3
2025-03-16 13:52:32,22.5,47.4
2025-03-16 13:52:33,22.5,47.4
2025-03-16 13:52:34,22.5,47.3
2025-03-16 13:52:36,22.5,47.2
2025-03-16 13:52:37,22.5,47.3
2025-03-16 13:52:38,22.5,47.3
2025-03-16 13:52:39,22.5,47.4
2025-03-16 13:52:41,22.5,47.3
2025-03-16 13:52:42,22.5,47.4
2025-03-16 13:52:43,22.5,47.5
2025-03-16 13:52:45,22.5,47.3
2025-03-16 13:52:46,22.5,47.4
2025-03-16 13:52:47,22.5,47.3
2025-03-16 13:52:48,22.5,47.4
2025-03-16 13:52:50,22.5,47.4
2025-03-16 13:52:51,22.5,47.5
2025-03-16 13:52:52,22.5,47.4
2025-03-16 13:52:53,22.5,47.4
2025-03-16 13:52:55,22.5,47.4
2025-03-16 13:52:56,22.5,47.4
2025-03-16 13:52:57,22.5,47.4
2025-03-16 13:52:59,22.5,47.4
2025-03-16 13:53:00,22.4,47.3
2025-03-16 13:53:01,22.5,47.4
2025-03-16 13:53:02,22.5,47.3
2025-03-16 13:53:04,22.5,47.3
2025-03-16 13:53:05,22.5,47.5
2025-03-16 13:53:06,22.4,47.5
2025-03-16 13:53:07,22.5,47.5
2025-03-16 13:53:09,22.5,47.4
2025-03-16 13:53:10,22.5,47.3
2025-03-16 13:53:11,22.5,47.5
2025-03-16 13:53:13,22.5,47.4
2025-03-16 13:53:14,22.5,47.4
2025-03-16 13:53:15,22.5,47.4
2025-03-16 13:53:16,22.5,47.4
2025-03-16 13:53:18,22.5,47.4
2025-03-16 13:53:19,22.5,47.5
2025-03-16 13:53:20,22.5,47.4
2025-03-16 13:53:21,22.4,47.5
2025-03-16 13:53:23,22.5,47.3
2025-03-16 13:53:24,22.5,47.5
2025-03-16 13:53:25,22.5,47.4
2025-03-16 13:53:27,22.4,47.4
2025-03-16 13:53:28,22.5,47.4
2025-03-16 13:53:29,22.5,47.4
2025-03-16 13:53:30,22.5,47.4
2025-03-16 13:53:32,22.4,47.4
2025-03-16 13:53:33,22.5,47.4
2025-03-16 13:53:34,22.5,47.4
2025-03-16 13:53:35,22.4,47.3
2025-03-16 13:53:37,22.5,47.4
2025-03-16 13:53:38,22.5,47.5
2025-03-16 13:53:39,22.5,47.5
2025-03-16 13:53:41,22.5,47.4
2025-03-16 13:53:42,22.5,47.4
2025-03-16 13:53:43,22.4,47.3
2025-03-16 13:53:44,22.5,47.4
2025-03-16 13:53:46,22.5,47.4
2025-03-16 13:53:47,22.4,47.4
2025-03-16 13:53:48,22.5,47.5
2025-03-16 13:53:49,22.5,47.6
2025-03-16 13:53:51,22.4,47.3
2025-03-16 13:53:52,22.4,47.4
2025-03-16 13:53:53,22.4,47.5
2025-03-16 13:53:55,22.5,47.4
2025-03-16 13:53:56,22.4,47.5
2025-03-16 13:53:57,22.4,47.4
2025-03-16 13:53:58,22.5,47.4
2025-03-16 13:54:00,22.5,47.5
2025-03-16 13:54:01,22.4,47.5
2025-03-16 13:54:02,22.5,47.4
2025-03-16 13:54:03,22.4,47.4
2025-03-16 13:54:05,22.5,47.2
2025-03-16 13:54:06,22.4,47.3
2025-03-16 13:54:07,22.5,47.3
2025-03-16 13:54:09,22.5,47.3
2025-03-16 13:54:10,22.5,47.3
2025-03-16 13:54:11,22.5,47.3
2025-03-16 13:54:12,22.5,47.4
2025-03-16 13:54:14,22.4,47.4
2025-03-16 13:54:15,22.4,47.4
2025-03-16 13:54:16,22.5,47.3
2025-03-16 13:54:17,22.5,47.3
2025-03-16 13:54:19,22.4,47.2
2025-03-16 13:54:20,22.5,47.3
2025-03-16 13:54:21,22.4,47.4
2025-03-16 13:54:23,22.5,47.3
2025-03-16 13:54:24,22.4,47.3
2025-03-16 13:54:25,22.5,47.2
2025-03-16 13:54:26,22.5,47.3
2025-03-16 13:54:28,22.5,47.3
2025-03-16 13:54:29,22.5,47.4
2025-03-16 13:54:30,22.5,47.3
2025-03-16 13:54:31,22.5,47.3
2025-03-16 13:54:33,22.4,47.2
2025-03-16 13:54:34,22.5,47.3
2025-03-16 13:54:35,22.5,47.1
2025-03-16 13:54:37,22.5,47.3
2025-03-16 13:54:38,22.5,47.3
2025-03-16 13:54:39,22.4,47.3
2025-03-16 13:54:40,22.5,47.2
2025-03-16 13:54:42,22.5,47.2
2025-03-16 13:54:43,22.5,47.2
2025-03-16 13:54:44,22.4,47.3
2025-03-16 13:54:45,22.4,47.2
2025-03-16 13:54:47,22.5,47.2
2025-03-16 13:54:48,22.5,47.1
2025-03-16 13:54:49,22.5,47.3
2025-03-16 13:54:51,22.5,47.1
2025-03-16 13:54:52,22.5,47.2
2025-03-16 13:54:53,22.5,47.2
2025-03-16 13:54:54,22.5,47.2
2025-03-16 13:54:56,22.4,47.3
2025-03-16 13:54:57,22.5,47.3
2025-03-16 13:54:58,22.5,47.3
2025-03-16 13:54:59,22.5,47.2
2025-03-16 13:55:01,22.4,47.2
2025-03-16 13:55:02,22.5,47.2
2025-03-16 13:55:03,22.5,47.2
2025-03-16 13:55:05,22.5,47.3
2025-03-16 13:55:06,22.5,47.2
2025-03-16 13:55:07,22.5,47.2
2025-03-16 13:55:08,22.5,47.3
2025-03-16 13:55:10,22.5,47.2
2025-03-16 13:55:11,22.5,47.4
2025-03-16 13:55:12,22.5,47.2
2025-03-16 13:55:13,22.5,47.3
2025-03-16 13:55:15,22.4,47.2
2025-03-16 13:55:16,22.5,47.2
2025-03-16 13:55:17,22.5,47.2
2025-03-16 13:55:19,22.5,47.2
2025-03-16 13:55:20,22.5,47.3
2025-03-16 13:55:21,22.5,47.2
2025-03-16 13:55:22,22.5,47.2
2025-03-16 13:55:24,22.5,47.2
2025-03-16 13:55:25,22.5,47.2
2025-03-16 13:55:26,22.5,47.2
2025-03-16 13:55:27,22.5,47.2
2025-03-16 13:55:29,22.5,47.2
2025-03-16 13:55:30,22.5,47.2
2025-03-16 13:55:31,22.5,47.3
2025-03-16 13:55:33,22.5,47.2
2025-03-16 13:55:34,22.5,47.2
2025-03-16 13:55:35,22.5,47.2
2025-03-16 13:55:36,22.5,47.3
2025-03-16 13:55:38,22.5,47.2
2025-03-16 13:55:39,22.5,47.3
2025-03-16 13:55:40,22.5,47.3
2025-03-16 13:55:41,22.5,47.3
2025-03-16 13:55:43,22.5,47.2
2025-03-16 13:55:44,22.5,47.3
2025-03-16 13:55:45,22.5,47.3
2025-03-16 13:55:47,22.5,47.2
2025-03-16 13:55:48,22.5,47.2
2025-03-16 13:55:49,22.5,47.3
2025-03-16 13:55:50,22.5,47.2
2025-03-16 13:55:52,22.5,47.4
2025-03-16 13:55:53,22.5,47.4
2025-03-16 13:55:54,22.5,47.3
2025-03-16 13:55:55,22.5,47.2
2025-03-16 13:55:57,22.5,47.3
2025-03-16 13:55:58,22.5,47.3
2025-03-16 13:55:59,22.5,47.2
2025-03-16 13:56:01,22.5,47.3
2025-03-16 13:56:02,22.5,47.4
2025-03-16 13:56:03,22.4,47.2
2025-03-16 13:56:04,22.5,47.2
2025-03-16 13:56:06,22.5,47.3
2025-03-16 13:56:07,22.5,47.3
2025-03-16 13:56:08,22.4,47.3
2025-03-16 13:56:09,22.5,47.4
2025-03-16 13:56:11,22.5,47.3
2025-03-16 13:56:12,22.5,47.4
2025-03-16 13:56:13,22.5,47.4
2025-03-16 13:56:15,22.5,47.3
2025-03-16 13:56:16,22.5,47.4
2025-03-16 13:56:17,22.4,47.3
2025-03-16 13:56:18,22.4,47.3
2025-03-16 13:56:20,22.5,47.3
2025-03-16 13:56:21,22.4,47.3
2025-03-16 13:56:22,22.5,47.4
2025-03-16 13:56:24,22.4,47.3
2025-03-16 13:56:25,22.4,47.3
2025-03-16 13:56:26,22.4,47.3
2025-03-16 13:56:27,22.4,47.3
2025-03-16 13:56:29,22.4,47.4
2025-03-16 13:56:30,22.5,47.4
2025-03-16 13:56:31,22.4,47.3
2025-03-16 13:56:32,22.4,47.3
2025-03-16 13:56:34,22.4,47.5
2025-03-16 13:56:35,22.4,47.3
2025-03-16 13:56:36,22.5,47.4
2025-03-16 13:56:38,22.4,47.3
2025-03-16 13:56:39,22.4,47.5
2025-03-16 13:56:40,22.4,47.4
2025-03-16 13:56:41,22.5,47.3
2025-03-16 13:56:43,22.4,47.3
2025-03-16 13:56:44,22.5,47.4
2025-03-16 13:56:45,22.4,47.4
2025-03-16 13:56:46,22.5,47.4
2025-03-16 13:56:48,22.4,47.3
2025-03-16 13:56:49,22.4,47.2
2025-03-16 13:56:50,22.4,47.5
2025-03-16 13:56:52,22.4,47.3
2025-03-16 13:56:53,22.4,47.4
2025-03-16 13:56:54,22.4,47.3
2025-03-16 13:56:55,22.4,47.4
2025-03-16 13:56:57,22.4,47.4
2025-03-16 13:56:58,22.4,47.3
2025-03-16 13:56:59,22.4,47.4
2025-03-16 13:57:00,22.4,47.4
2025-03-16 13:57:02,22.4,47.5
2025-03-16 13:57:03,22.4,47.3
2025-03-16 13:57:04,22.4,47.4
2025-03-16 13:57:06,22.4,47.3
2025-03-16 13:57:07,22.4,47.4
2025-03-16 13:57:08,22.4,47.3
2025-03-16 13:57:09,22.4,47.2
2025-03-16 13:57:11,22.4,47.4
2025-03-16 13:57:12,22.4,47.3
2025-03-16 13:57:13,22.4,47.4
2025-03-16 13:57:14,22.4,47.3
2025-03-16 13:57:16,22.4,47.3
2025-03-16 13:57:17,22.4,47.3
2025-03-16 13:57:18,22.4,47.4
2025-03-16 13:57:20,22.4,47.4
2025-03-16 13:57:21,22.4,47.4
2025-03-16 13:57:22,22.4,47.4
2025-03-16 13:57:23,22.4,47.4
2025-03-16 13:57:25,22.4,47.3
2025-03-16 13:57:26,22.4,47.3
2025-03-16 13:57:27,22.4,47.3
2025-03-16 13:57:28,22.4,47.3
2025-03-16 13:57:30,22.4,47.4
2025-03-16 13:57:31,22.4,47.4
2025-03-16 13:57:32,22.4,47.3
2025-03-16 13:57:34,22.4,47.3
2025-03-16 13:57:35,22.4,47.3
2025-03-16 13:57:36,22.4,47.3
2025-03-16 13:57:37,22.4,47.4
2025-03-16 13:57:39,22.4,47.4
2025-03-16 13:57:40,22.4,47.4
2025-03-16 13:57:41,22.4,47.3
2025-03-16 13:57:42,22.4,47.4
2025-03-16 13:57:44,22.4,47.5
2025-03-16 13:57:45,22.4,47.4
2025-03-16 13:57:46,22.4,47.4
2025-03-16 13:57:48,22.5,47.4
2025-03-16 13:57:49,22.4,47.3
2025-03-16 13:57:50,22.4,47.4
2025-03-16 13:57:51,22.4,47.3
2025-03-16 13:57:53,22.4,47.4
2025-03-16 13:57:54,22.4,47.3
2025-03-16 13:57:55,22.4,47.4
2025-03-16 13:57:56,22.4,47.5
2025-03-16 13:57:58,22.4,47.5
2025-03-16 13:57:59,22.4,47.3
2025-03-16 13:58:00,22.4,47.4
2025-03-16 13:58:02,22.4,47.2
2025-03-16 13:58:03,22.4,47.4
2025-03-16 13:58:04,22.4,47.4
2025-03-16 13:58:05,22.4,47.4
2025-03-16 13:58:07,22.4,47.4
2025-03-16 13:58:08,22.4,47.3
2025-03-16 13:58:09,22.4,47.4
2025-03-16 13:58:10,22.4,47.4
2025-03-16 13:58:12,22.5,47.3
2025-03-16 13:58:13,22.4,47.4
2025-03-16 13:58:14,22.5,47.3
2025-03-16 13:58:16,22.5,47.3
2025-03-16 13:58:17,22.5,47.4
2025-03-16 13:58:18,22.4,47.3
2025-03-16 13:58:19,22.4,47.3
2025-03-16 13:58:21,22.4,47.4
2025-03-16 13:58:22,22.4,47.3
2025-03-16 13:58:23,22.4,47.3
2025-03-16 13:58:24,22.4,47.3
